tweet_text,hate_score
mdnate interest want see better pic sole,2
me_noindirect bitch fuck cut get snack fat boys,1
me_noindirect bitch stop harass,1
meechebadass kill hoe,1
meeeesh ajbernal bitch always,1
meeeesh damn makin bitch jealous reality amp twitterfacebook probably mad pic post would take joke,1
meeeesh fuckin mom bitch like even payin dylan say fine,1
meekmill really get coons dream,1
meeshdc fuck fuck retard condemn ray rice yet support chris brown women abuser logical,1
melissastetten love pussy pics,1
menachemdreyfus natlfascist waspnse shit ass shabbat moms pussy jew bastard time come heil hitler,0
meowmariss think ghetto word babe,2
mergardolivia yaaaas bitch,1
meshia_tweets oh bitch toooo far,1
methnotweed bitch look homeless say meth weed fuck discrimination american enough bull shit fuk boy,1
michaelfraughto haha faggot,1
michaelgt little bitch,1
michaelsafady twat well twat son,1
michelleharnois dis bitch gots spunk,1
michellelevin_ pussy,1
michhelleashley truth love hoe,1
michhelleashley ass little twat,1
michhelleashley love hoe,1
mick_peddicord thank mick,2
mickalabickham barely rhyme dumb bitch,1
mickalabickham bitch,1
midnight_snacka nick__ look like fat kid charlie walker get stick chocolate tube,2
midnight_snacka nick__ wigga fuck r conversation yo stalk ass,1
midnight_snacka bitch want yo fat ass follow hoe,1
midnight_snacka bitch dumb bitch smarter yo fat peter griffin look ass,1
midnight_snacka bitch r go get round fuck say prove point,1
midnight_snacka bitch like prove point speak shit know nothing get fuck studio movie grill stfu,1
midnight_snacka fuck stfu shit bout stop little bitch get round cuz avoid question fuck scarry,1
midnight_snacka call pussy bout shit fuck talk let us pop shit,1
midnight_snacka wow fuck lame laugh ya hey fat ass want twinkie say make sense go eat something,1
mids_areforkids lmao bein foreal fuck bitch like,1
midwestxpride learn first second flesh power hold death riff would cool bird lol,2
mig_uel really tell call boo uhhh naw niggah amp,1
mightyy fw nigga pussy,1
mightyy well damn sure put pussy ass romo jersey,1
mijo_lgi hear bitch nigga,1
mijo_lgi bitch,1
mika_tan would perfect wa graham cracker flavor bun maple dougnut bar,2
mikediggem phone dead fag man,1
mikeluckas oh pain meds make brain fuzzy though banjo kazooie sec,2
miketattaglia happy birthday hope bitch get something good,1
mikethestatey sequester den fat color girl chase day street swingin da table wit one arm want pay,1
mike_stud pussy,1
mike_stud touch throb pussy,1
mikesgraffix malachidupre trash talk win championships bore dude nationalchamps,2
mikeydjaro haha would go fag color reserve joeytaormina,1
milesm_ shut coon,0
mileycyrus transform bad bitch get,1
mileycyrus want suck pussy,1
miley_highrus shylooooeee slap bitch,1
militarytimes happen pussies presidents general fight war,1
millercoors thank follow guy enjoy cold yellow belly right,2
millerlite follow everything company white trash,0
mimistheone really seem love sandusky weirdo creepy ass cracker,0
mimistheone stop troll creepy ass cracker,0
minutemanx theyknownotwhat ltlt closet muzzie mayberryjustin allforcountry lilmissprepper ritzy_jewels glinsan,2
mirdinero ugly bitch cdfu,1
miseducated mind free soul satan present kingdom things mock stay strong yahshua,2
misplaced_momma hello dare momma show glad dat follow lbe screamin hot dem pitchers eva b wit color men,2
misplaced_momma say da hood white trash,0
misplaced_momma yall whitey gots pay fo da preparations,0
missbrionline lanipopchicago realydotgdot mfn birthday pink champaign dat bitch,1
misscleobb rachelereilly brendonvbb suck rachels sister snobby bitch n rach nicecannot stand elissa snutty,1
missjia sup nappy head hoe get quiet,1
missmulgra start make monkey face behind,2
missrobinv pic red bone braid tiger back sale,2
missstef _mariapetrova teabaggers weaken food environmental regulations infinitely scary lethal terrorism,2
missyankee sportsteamnews look royals wonder could decimate yankee farm system,2
miss_didi lindnld klsouth shut nappy head hoe,1
missyy_j happy birthday bitch,1
misterdimmadome spike bitch damn nail,1
misters look like monkey,2
mistressofsham area bitch regardless imagine,1
mitchtierney slings_x_arrows lady bitch,1
mitchvorce sheeze yellow bone,2
mizzcreme pussy though,1
mmmprexton lol get retard actually think avi _ get call ugly black bitch like,1
mobilesuitkwamz thugging bitch hard days,1
moeeaseyamind bitch crazy,1
moenkiana work fag,1
moenkiana fine walk bitch,1
molly_m better bitch,1
montea_rollin kayysavage serious bitch bitch niggas name fuccing witcho ass make shit,0
montea_rollin kayysavage bitch ion talk shit ion even talk even name lol,1
montulos lakers trash,1
morbidmermaid swear god nigger better still hang work get hype,0
morbidmermaid work today niglet,0
morgaanita hahaha awe yea get date baddest bitch around,1
morganselae youngmoneykem matty_kem get tits big hoe even,1
morgansmith_ clint_dempsey traeabn bitch say even like trae fuckin poser,1
morgansmith_ little bitch general fug seattle,1
morgansmith_ ohhhhhh smell challenge usa vs usa next time see ya bitch ass,1
morgansmith_ peace negro,1
morgansmith_ unfortunately correct sir still eat shit die though bitch,1
morgan_savannah fuck bitch,1
morning_joe nbc elect spokesman nbc lot trouble friends longer watch nbc trash,2
morning_joe wonder many us citizens join isis listen joe scarborough trash black president good job joe,1
morning_joe bitch complain bad vet treat yet still send war sick idiot,1
mosoknowso shaegreyyy goddamn terrible joke gbe lookin bitch,1
motherofbraylon already know go feed ah bitch ready walk door,1
mrdamngoodu tink make funny nigga come lookatathehoodgt get nightclubs trannies crackheads dealers come megt,1
mrdamngoodu ingt nature biologygt dog eat much bird everything seem human term,2
mrcatloverx text bitch,1
mrfayoh proud wacko bird bout,2
mrinfernushd squad builders get bitch,1
mrmason grade pussy,1
mrmooncricket atblackface uncleunco bobbybotsods fuckthemallcops racistnegro bitch proud black samba,1
mrmooncricket atblackface uncleunco bobbybotsods fuckthemallcops racistnegro ugly gay nigga bitch fuck peace shit,0
mrmooncricket fuckthemallcops atblackface uncleunco bobbybotsods racistnegro coons n uncle toms,0
mrmooncricket fuckthemallcops jimtalbot theharris nigga see yo ass da welfare center punk bitch worth time,1
mrmooncricket fuckthemallcops jimtalbot theharris work something adults money borrow money break bitch,1
mrmooncricket racistnegro fuck stupid ass coward ass punk bitch faggot ass racist piece shit punk bitch worth time,0
mrmooncricket racistnegro rape course way could get pussy smh,1
mrmooncricket racistnegro rich haha break bitch women would ever fuck lol,1
mrmooncricket oh hell fuck uncle tom bitch remember yo punk break ass,1
mrnwachukwu naw boys trash start coast,1
mrpoonsoaker lmao im hella skinny bitch dont like,1
mrredmartian pic trash dck dry af,1
mrwoofless bitch,1
mr_greatness send hoe nobody go play geez lmao ask,1
mr_lewis_ brookebrooklyn_ ohh yaa want brooke pinkie toe bang coffee table twat lol,1
mr_ritchie_j us decide drink everclear go yankees game two make seat,2
mr__rude fuck hate lmao thank little dick van dyke,1
mrszookeeper cornfrmr mary ask say part eat whiteyou throw yellow away,2
mrste white hoe bro lol,1
mrste wake bake school hoe,1
mskeekees yh niggah yh shyt dope trust fam,1
msmyag yep bitch dumb afloyal dumb lol,1
ms_marrie tipsy try relate hoe mild sauce make relevant lol,1
ms_marrie think need see say bitch question,1
muabecca yeah bitch eh life suck everyone equal opportunity lose shirt divorce court,1
murdaaamike yfly wow put slit trophies,2
murphmcmahon swear think describe pussy get go bed,1
mybuttsweats ay nigguh ya come back,1
mykat_meows know hoeless know congregate,1
mykat_meows bitch,1
mykat_meows blockhead hoe nothingboo,1
mynameshouldbe one problem pussies allow sorry kerrythekilla,0
myalynn__x bitch sick,1
myalynn__x freeze bitch,1
myalynn__x mhm bitch play life,1
mymangotjobs_ lmao yes bitch,1
ncpostgrad bitch please,1
nflbadwitch bitch please get shoot doug thejazzybelle,1
nflonfox random think bird cross path fg try impact ball cause deflect course rekick miss,2
ng_ thirsty giants always like ho ho ho,2
nickjspada averagexbishop rcummings make brownies tire bitch circumstances pretty good,1
nickjspada enxadasfelipe lindseyxoxo ik felt like bad bitch take notch dex,1
noaa earthdaynoaa da color folk allow join cuz hood folk worry da watermelon growin da chicken small,1
notjohnross try respectful instead act like fuck retard,1
not_ur_bro niccol_xo lmao nigga shoulda say would ball dat cold bitch stop blowin meswaagg,0
ntxprogressive yeahbecause anyone think clown go target buy oreos stupid look,2
nydnsports yankees ugh espo put one dead center stfrancisnews,2
nyrkelsmads dat damn dog eat betta den color folk,2
nyrkelsmads dat dawg live betta den color folk hood,1
nyrkelsmads wishin local take da yankee game spoil,2
nyrkelsmads gots bein color,2
nyrkelsmads yeah man even scare nigger,1
nyrkelsmads never survive da color hood,2
nyrkelsmads darkmeathook dat color guy braisin,1
nyrkelsmads danilonavarro hey fag say aunts say,0
nyrkelsmads davidortiz barackobama like da yankees,2
nyrkelsmads popup perfection brain cross wire something know come concentrationmaybe ghetto one,2
nyrkelsmads puckskr ware da color elite meet eat,1
nyrkelsmads thank call fuck fag,1
nyrkelsmads pup like bitch awesome go home,1
ny_nastybaby lil bitch mankeep name mouth say shhh,1
nabilabuamirah redneck fuck turd cutter lyinest liars district make yhe,1
nadinelumley suck commie bitch hajihuntinggrl_,1
naezus even piss color the_paradox piece shit buy one smh hate,1
naiepolag may like stance cop would call cunt please stop copy tweet,1
naomidanielson like trailer trash chick would name cat,1
naramy nah shit get heat smartest mouth know get call retard play game,1
nashgrier purple monkey,2
nasshrodriguez linndaroose always patty never pussy,1
nataiiaxxx ladygaga suck throb pussy,1
natashablah suck pussy,1
natlfascist waspnse jews white race traitors sweep clean aryan race survive,0
natsukun already hot white bitch hot latina get level,1
naughtyboymusic bitch,1
nautiwashere bitch drippin sauce,1
naynooski kboavz one bobby bitch hot nigga,1
nazario feel see nothing wrong gta kill sole purpose game,2
ncoleycole still mutt though lol,2
ncoleycole monkey bar lol,2
neeksbethatguy already bitch hahaha,1
neeksbethatguy sign ghetto fuck lmaoo,1
negroizzle anastasiapacana iheinz rlentlsstrll m_overture trust queer cake passion make dammit,1
nehmebazzi datboyrayt kid fag,1
neodaregularguy oil say sumthin bout oil bitch cookin,1
neontreezz pocbeauty sowhite people sell african art cool okay blackish redskins doublestandard,2
new_dinero alright pussy,1
newscommenter gatewaypundit hell need permission anything fatassed ghetto whore,1
newser big fuck dealcry baby niggers,0
nexusaltase fuck right pussy,1
nick__ drewbrees nigga still pull though fuck bitch stfu,1
nick__ bitch scarry back fuck nigga fuck talk bout hoe ass nigga stop dat talk pull,1
nick__ fuck nigga go want see tell nigga stop act like bitch,1
nick_coffee bitch hit dm nigga dm back,1
nicoleadietrich chug pee,2
nicolejeanxoxo a_mitchellll hahahaha move bitch get wayyyeee,1
nicolejeanxoxo haha pussy lololol,1
nien_nunb search gay redneck episode play,0
nigggapino bitch get amp trinna change,1
nikkigentry waitkarma bitch,1
nikkinigro lucky bitch,1
nikki_boo bitch hella late go yesterday lol,1
nipseyhussle nip tryna buy copy crenshaw website let know something,2
niyas_destani burn though jus like nicca,1
njzfinest_ bitch lol,1
nobeeetch iam_webster faggot,1
nobeeetch faggot ass fuck snitch,1
nohazardnoparty pibbzyx piersmorgan jim_mclaren wait day take boon entire nation,2
noinfidel kindly fuck like say weretwice sound like little bitchbitching fuckin stalker,1
nomeatballs mtaraban excite red velvet brownie,2
nomeek_justmilz trash yr waive lol,2
noshtickzone charlie brown christmas story rudolph island misfit toy,2
noshtickzone call pussy get block real quick bobby kelly say upset,1
noiseymusic comparison beatles bunch cunts band matter face go stone second,1
norahodonnell dish texas trash talk pts racist jdickerson maybe gbush apologize sin would hide,1
noreigastacks force lol mad bitch come mind thru every bar,1
notevanlarkin bbcollins bird feather flock together,2
notevanlarkin facetime nigger,1
notevanlarkin hope love dat bitch,1
notreallygryan think saw biceps lmao jk still bitch,1
notoriousbm buckmse fuck stupid crackers,1
notoriousbm maniacx fuck creepy ass nigguh lmao,1
notoriousbm gezus__ rodriguez_ get block faggot,0
notsosweetpea like brownies,2
notsosweetpea soo hang makin brownies,2
noworriezzzz basically mad hoe,1
nreid lmaoo pussy call cop also want find yu would go waste time,1
nubianreine_ women get money hoe go come sound gay rather make money anyday,1
numbersdnt_lie yeah hoe straight grab light blue pair,1
nurbstheocho tori_mills dyke anything,1
nyjusdntgaf like nig come home ever want,0
nyjusdntgaf one care nigger,1
nyjusdntgaf late niggers die first,1
nyjusdntgaf nigger,1
o_millz xdsmooth know give bitch name,1
o_millz bitch tellin,1
o_millz white bitch,1
oddbeast bitch get yo duck ass shit,1
og_dakota let throw tranny,2
og_harm moetzart duckydynamo look nigger ass nigger shit right,0
ole_vertybstard thereal_emandm holt lay brother honky,1
ole_vertybstard yankee noodle fuck awesome ya bastard,1
ole_vertybstard let honky know man lol,1
omfgitsoscar basic trash,2
omg_itsbrooke hey hoe,1
omgitskaric call retard ass,1
otg_kapo call lol beyond ghetto smh man needa quit playin come back,1
oubad know countryass old bitch tn back,1
ovomar thank invite though bitch,1
ovotiluoverdose flossinlawson niggers,0
ovotiluoverdose build pussy lmao,1
o_shititslaura haha cool hoe lmao jk get report supposedly fake account,1
o_beknowing bitch take phone,1
of_angelis yep messiermore dangerousmore environmentallyunfriendly retard new spout innovbgr,1
officialccane naah da twitter bird,2
officialskai tell fuck ball kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot,0
officialskais kill ugly ass monkey look shit,0
official_dcole go years old bitch watchlol,1
ohaistepj smelly hater bitch,1
ohhhchad come desperate hoe,1
oltimebaseball yankees pauloneillyes matter,2
oldmanro check animate charlie murphy,2
ole_boy meezy yes white wash go around repping hood say bunch ignorant nig term,0
